word,type,note,url,sefaria_ref
inscription,Latin,"πρωτογαμία, ἡ, Greek word in a Latin inscription from Carthage, “the Jewish celebration of the preliminary marriage” (cf. Peah",https://chavrutai.com/yerushalmi/Demai/4#1-6,Jerusalem_Talmud_Demai.4.1.6
ὄχλος,Greek,"Greek ὄχλος “multitude, troups” (Berakhot",https://chavrutai.com/yerushalmi/Demai/4#1-8,Jerusalem_Talmud_Demai.4.1.8
parum,Latin,Cf. Latin parum,https://chavrutai.com/yerushalmi/Demai/5#2-8,Jerusalem_Talmud_Demai.5.2.8
τύπος,Greek,Greek τύπος. It is not clear whether “type” or “shape” is the form of a baking pan or the form of bread baked on sheets. The commentators take “shape” to be the baking mould even though it forces Maimonides to note that the technique of baking bread had changed from Mishnaic times to his time. It seems more likely that “type” refers to the kind of the bread since different kinds of bread require different kinds of flour. This is the position of R. Jehudah.,https://chavrutai.com/yerushalmi/Demai/5#3-1,Jerusalem_Talmud_Demai.5.3.1
πρατήρ,Greek,"Greek πρατήρ “seller”; he might buy from different bakeries, and everybody agrees that bread from different sources incurs different obligations of ḥallah",https://chavrutai.com/yerushalmi/Demai/5#4-1,Jerusalem_Talmud_Demai.5.4.1
τύπος,Greek,Greek τύπος. It is not clear whether “type” or “shape” is the form of a baking pan or the form of bread baked on sheets. The commentators take “shape” to be the baking mould even though it forces Maimonides to note that the technique of baking bread had changed from Mishnaic times to his time. It seems more likely that “type” refers to the kind of the bread since different kinds of bread require different kinds of flour. This is the position of R. Jehudah.,https://chavrutai.com/yerushalmi/Demai/5#4-1,Jerusalem_Talmud_Demai.5.4.1
μονοπώλιον,Greek,"Greek μονοπώλιον “right of monopoly,” certain to have more than one source, as explained in the Halakhah.",https://chavrutai.com/yerushalmi/Demai/5#4-1,Jerusalem_Talmud_Demai.5.4.1
οἴνου,Greek,"This word has not been identified. The Rome ms. has אורתי קדמיתא, [Cirillo (ed. Luncz) has אולותוקרימא.] Lieberman (תוספתא כפשוטה p. 254–255) is correct in insisting that the word designates a kind of barrel; his emendation οἴνου κεράμια is unsupported by the evidence. D. Sperber (Sinai 78, 40–41) reads *ὄρθοκεράμια, “upright standing jar.” But he takes שְׁפָייָא to mean “flat lying vessels,” not parallel to the usual שפיתא “vessel used to draw wine.” It is difficult to imagine a clay vessel lying with its opening horizontal, even if closed by a clay stopper, without losing all its contents. Liebermann quotes a Syriac source showing that the שפיתא used to draw wine from the storage tank was also used to transport the wine from the producer to retail stores.Perhaps the word is a combination of ὑδρία, ἡ “water pot”, but also used for a vessel or urn of any kind, including “wine pot”, and κέραμος, ὁ “clay”, but also anything made of clay, including “wine jar” (E. G.).",https://chavrutai.com/yerushalmi/Demai/5#5-6,Jerusalem_Talmud_Demai.5.5.6
κεράμια,Greek,"This word has not been identified. The Rome ms. has אורתי קדמיתא, [Cirillo (ed. Luncz) has אולותוקרימא.] Lieberman (תוספתא כפשוטה p. 254–255) is correct in insisting that the word designates a kind of barrel; his emendation οἴνου κεράμια is unsupported by the evidence. D. Sperber (Sinai 78, 40–41) reads *ὄρθοκεράμια, “upright standing jar.” But he takes שְׁפָייָא to mean “flat lying vessels,” not parallel to the usual שפיתא “vessel used to draw wine.” It is difficult to imagine a clay vessel lying with its opening horizontal, even if closed by a clay stopper, without losing all its contents. Liebermann quotes a Syriac source showing that the שפיתא used to draw wine from the storage tank was also used to transport the wine from the producer to retail stores.Perhaps the word is a combination of ὑδρία, ἡ “water pot”, but also used for a vessel or urn of any kind, including “wine pot”, and κέραμος, ὁ “clay”, but also anything made of clay, including “wine jar” (E. G.).",https://chavrutai.com/yerushalmi/Demai/5#5-6,Jerusalem_Talmud_Demai.5.5.6
ὄρθοκεράμια,Greek,"This word has not been identified. The Rome ms. has אורתי קדמיתא, [Cirillo (ed. Luncz) has אולותוקרימא.] Lieberman (תוספתא כפשוטה p. 254–255) is correct in insisting that the word designates a kind of barrel; his emendation οἴνου κεράμια is unsupported by the evidence. D. Sperber (Sinai 78, 40–41) reads *ὄρθοκεράμια, “upright standing jar.” But he takes שְׁפָייָא to mean “flat lying vessels,” not parallel to the usual שפיתא “vessel used to draw wine.” It is difficult to imagine a clay vessel lying with its opening horizontal, even if closed by a clay stopper, without losing all its contents. Liebermann quotes a Syriac source showing that the שפיתא used to draw wine from the storage tank was also used to transport the wine from the producer to retail stores.Perhaps the word is a combination of ὑδρία, ἡ “water pot”, but also used for a vessel or urn of any kind, including “wine pot”, and κέραμος, ὁ “clay”, but also anything made of clay, including “wine jar” (E. G.).",https://chavrutai.com/yerushalmi/Demai/5#5-6,Jerusalem_Talmud_Demai.5.5.6
ὑδρία,Greek,"This word has not been identified. The Rome ms. has אורתי קדמיתא, [Cirillo (ed. Luncz) has אולותוקרימא.] Lieberman (תוספתא כפשוטה p. 254–255) is correct in insisting that the word designates a kind of barrel; his emendation οἴνου κεράμια is unsupported by the evidence. D. Sperber (Sinai 78, 40–41) reads *ὄρθοκεράμια, “upright standing jar.” But he takes שְׁפָייָא to mean “flat lying vessels,” not parallel to the usual שפיתא “vessel used to draw wine.” It is difficult to imagine a clay vessel lying with its opening horizontal, even if closed by a clay stopper, without losing all its contents. Liebermann quotes a Syriac source showing that the שפיתא used to draw wine from the storage tank was also used to transport the wine from the producer to retail stores.Perhaps the word is a combination of ὑδρία, ἡ “water pot”, but also used for a vessel or urn of any kind, including “wine pot”, and κέραμος, ὁ “clay”, but also anything made of clay, including “wine jar” (E. G.).",https://chavrutai.com/yerushalmi/Demai/5#5-6,Jerusalem_Talmud_Demai.5.5.6
ἡ,Greek,"This word has not been identified. The Rome ms. has אורתי קדמיתא, [Cirillo (ed. Luncz) has אולותוקרימא.] Lieberman (תוספתא כפשוטה p. 254–255) is correct in insisting that the word designates a kind of barrel; his emendation οἴνου κεράμια is unsupported by the evidence. D. Sperber (Sinai 78, 40–41) reads *ὄρθοκεράμια, “upright standing jar.” But he takes שְׁפָייָא to mean “flat lying vessels,” not parallel to the usual שפיתא “vessel used to draw wine.” It is difficult to imagine a clay vessel lying with its opening horizontal, even if closed by a clay stopper, without losing all its contents. Liebermann quotes a Syriac source showing that the שפיתא used to draw wine from the storage tank was also used to transport the wine from the producer to retail stores.Perhaps the word is a combination of ὑδρία, ἡ “water pot”, but also used for a vessel or urn of any kind, including “wine pot”, and κέραμος, ὁ “clay”, but also anything made of clay, including “wine jar” (E. G.).",https://chavrutai.com/yerushalmi/Demai/5#5-6,Jerusalem_Talmud_Demai.5.5.6
κέραμος,Greek,"This word has not been identified. The Rome ms. has אורתי קדמיתא, [Cirillo (ed. Luncz) has אולותוקרימא.] Lieberman (תוספתא כפשוטה p. 254–255) is correct in insisting that the word designates a kind of barrel; his emendation οἴνου κεράμια is unsupported by the evidence. D. Sperber (Sinai 78, 40–41) reads *ὄρθοκεράμια, “upright standing jar.” But he takes שְׁפָייָא to mean “flat lying vessels,” not parallel to the usual שפיתא “vessel used to draw wine.” It is difficult to imagine a clay vessel lying with its opening horizontal, even if closed by a clay stopper, without losing all its contents. Liebermann quotes a Syriac source showing that the שפיתא used to draw wine from the storage tank was also used to transport the wine from the producer to retail stores.Perhaps the word is a combination of ὑδρία, ἡ “water pot”, but also used for a vessel or urn of any kind, including “wine pot”, and κέραμος, ὁ “clay”, but also anything made of clay, including “wine jar” (E. G.).",https://chavrutai.com/yerushalmi/Demai/5#5-6,Jerusalem_Talmud_Demai.5.5.6
ὁ,Greek,"This word has not been identified. The Rome ms. has אורתי קדמיתא, [Cirillo (ed. Luncz) has אולותוקרימא.] Lieberman (תוספתא כפשוטה p. 254–255) is correct in insisting that the word designates a kind of barrel; his emendation οἴνου κεράμια is unsupported by the evidence. D. Sperber (Sinai 78, 40–41) reads *ὄρθοκεράμια, “upright standing jar.” But he takes שְׁפָייָא to mean “flat lying vessels,” not parallel to the usual שפיתא “vessel used to draw wine.” It is difficult to imagine a clay vessel lying with its opening horizontal, even if closed by a clay stopper, without losing all its contents. Liebermann quotes a Syriac source showing that the שפיתא used to draw wine from the storage tank was also used to transport the wine from the producer to retail stores.Perhaps the word is a combination of ὑδρία, ἡ “water pot”, but also used for a vessel or urn of any kind, including “wine pot”, and κέραμος, ὁ “clay”, but also anything made of clay, including “wine jar” (E. G.).",https://chavrutai.com/yerushalmi/Demai/5#5-6,Jerusalem_Talmud_Demai.5.5.6
ἰσάτις,Greek,"Greek ἰσάτις, Latin isatis tinctoria",https://chavrutai.com/yerushalmi/Demai/6#2-12,Jerusalem_Talmud_Demai.6.2.12
isatis,Latin,"Greek ἰσάτις, Latin isatis tinctoria",https://chavrutai.com/yerushalmi/Demai/6#2-12,Jerusalem_Talmud_Demai.6.2.12
δέλφιξ,Greek,"Greek δέλφιξ “tripod” [e. g. “three-legged pot”, which might be dedicated to a temple.]",https://chavrutai.com/yerushalmi/Demai/6#7-2,Jerusalem_Talmud_Demai.6.7.2
κόλλιξ,Greek,"Greek κόλλιξ, “roll, loaf of coarse bread.”",https://chavrutai.com/yerushalmi/Demai/6#8-1,Jerusalem_Talmud_Demai.6.8.1
λειτουργία,Greek,"Greek λειτουργία, ἡ. “public service”, offices and obligations forced upon private citizens by the government. Obligations included providing food and wine to officials or troups. The Jew himself could not satisfy his obligations with cheaper untithed produce and Gentile wine. (Cf. R. Solomon ben Adrat loc. cit.; בעל התרומות שער מו ח״ד יח in the name of Nachmanides.)",https://chavrutai.com/yerushalmi/Demai/6#8-10,Jerusalem_Talmud_Demai.6.8.10
ἡ,Greek,"Greek λειτουργία, ἡ. “public service”, offices and obligations forced upon private citizens by the government. Obligations included providing food and wine to officials or troups. The Jew himself could not satisfy his obligations with cheaper untithed produce and Gentile wine. (Cf. R. Solomon ben Adrat loc. cit.; בעל התרומות שער מו ח״ד יח in the name of Nachmanides.)",https://chavrutai.com/yerushalmi/Demai/6#8-10,Jerusalem_Talmud_Demai.6.8.10
lagena,Latin,Latin lagena,https://chavrutai.com/yerushalmi/Demai/7#4-5,Jerusalem_Talmud_Demai.7.4.5
λοξός,Greek,"Greek λοξός, ή, όν “slanting, crosswise”.",https://chavrutai.com/yerushalmi/Demai/7#8-1,Jerusalem_Talmud_Demai.7.8.1
ή,Greek,"Greek λοξός, ή, όν “slanting, crosswise”.",https://chavrutai.com/yerushalmi/Demai/7#8-1,Jerusalem_Talmud_Demai.7.8.1
όν,Greek,"Greek λοξός, ή, όν “slanting, crosswise”.",https://chavrutai.com/yerushalmi/Demai/7#8-1,Jerusalem_Talmud_Demai.7.8.1
φάσηλος,Greek,"R. Simson reads פסילתא, Greek φάσηλος, Latin phaselus",https://chavrutai.com/yerushalmi/Kilayim/1#1-7,Jerusalem_Talmud_Kilayim.1.1.7
phaselus,Latin,"R. Simson reads פסילתא, Greek φάσηλος, Latin phaselus",https://chavrutai.com/yerushalmi/Kilayim/1#1-7,Jerusalem_Talmud_Kilayim.1.1.7
μηλοπέπων,Greek,"In the Halakhah, the word is explained as Greek μηλοπέπων “apple melon,” composite of μῆλον “apple,” πέπων “sun ripened.” Pliny [Hist",https://chavrutai.com/yerushalmi/Kilayim/1#2-1,Jerusalem_Talmud_Kilayim.1.2.1
μῆλον,Greek,"In the Halakhah, the word is explained as Greek μηλοπέπων “apple melon,” composite of μῆλον “apple,” πέπων “sun ripened.” Pliny [Hist",https://chavrutai.com/yerushalmi/Kilayim/1#2-1,Jerusalem_Talmud_Kilayim.1.2.1
πέπων,Greek,"In the Halakhah, the word is explained as Greek μηλοπέπων “apple melon,” composite of μῆλον “apple,” πέπων “sun ripened.” Pliny [Hist",https://chavrutai.com/yerushalmi/Kilayim/1#2-1,Jerusalem_Talmud_Kilayim.1.2.1
Τρώξιμα,Greek,"Τρώξιμα, τά “what is eaten raw, vegetable”, from τρώγω “to nibble, eat raw”; in Jewish sources only used for endives.",https://chavrutai.com/yerushalmi/Kilayim/1#2-4,Jerusalem_Talmud_Kilayim.1.2.4
τά,Greek,"Τρώξιμα, τά “what is eaten raw, vegetable”, from τρώγω “to nibble, eat raw”; in Jewish sources only used for endives.",https://chavrutai.com/yerushalmi/Kilayim/1#2-4,Jerusalem_Talmud_Kilayim.1.2.4
τρώγω,Greek,"Τρώξιμα, τά “what is eaten raw, vegetable”, from τρώγω “to nibble, eat raw”; in Jewish sources only used for endives.",https://chavrutai.com/yerushalmi/Kilayim/1#2-4,Jerusalem_Talmud_Kilayim.1.2.4
napus,Latin,Latin napus,https://chavrutai.com/yerushalmi/Kilayim/1#3-1,Jerusalem_Talmud_Kilayim.1.3.1
δενδροφάσηλος,Greek,"R. Isaac Simponti refers to Greek δενδροφάσηλος, a kind not recorded in Byzantine Greek botanical lists. In the opinion of J. Löw, the word is a Semitic diminutive and designates probably Lupinus luteus",https://chavrutai.com/yerushalmi/Kilayim/1#3-1,Jerusalem_Talmud_Kilayim.1.3.1
botanical,Greek,"R. Isaac Simponti refers to Greek δενδροφάσηλος, a kind not recorded in Byzantine Greek botanical lists. In the opinion of J. Löw, the word is a Semitic diminutive and designates probably Lupinus luteus",https://chavrutai.com/yerushalmi/Kilayim/1#3-1,Jerusalem_Talmud_Kilayim.1.3.1
Χρυσόμηλον,Greek,"Χρυσόμηλον, chrysomelum",https://chavrutai.com/yerushalmi/Kilayim/1#4-1,Jerusalem_Talmud_Kilayim.1.4.1
χρυσολάχανον,Greek,"Reading with Löw כרוסלכינין, χρυσολάχανον, atriplex agrestis",https://chavrutai.com/yerushalmi/Kilayim/1#4-6,Jerusalem_Talmud_Kilayim.1.4.6
Πετροσέλινον,Greek,"Πετροσέλινον. The Venice text has dittographyפטר פיטרה סולינון . R. Simson: אסטפלינון, σταφυλῖνος, “carrot,” daucus carota",https://chavrutai.com/yerushalmi/Kilayim/1#4-6,Jerusalem_Talmud_Kilayim.1.4.6
σταφυλῖνος,Greek,"Πετροσέλινον. The Venice text has dittographyפטר פיטרה סולינון . R. Simson: אסטפלינון, σταφυλῖνος, “carrot,” daucus carota",https://chavrutai.com/yerushalmi/Kilayim/1#4-6,Jerusalem_Talmud_Kilayim.1.4.6
λαψάνη,Greek,"Greek λαψάνη (also λαμψάνη, “charlock”, brassica arvensis",https://chavrutai.com/yerushalmi/Kilayim/1#5-1,Jerusalem_Talmud_Kilayim.1.5.1
λαμψάνη,Greek,"Greek λαψάνη (also λαμψάνη, “charlock”, brassica arvensis",https://chavrutai.com/yerushalmi/Kilayim/1#5-1,Jerusalem_Talmud_Kilayim.1.5.1
λεῦκος,Greek,"Greek λεῦκος, name of a fish; cf. also λευκός “white”.",https://chavrutai.com/yerushalmi/Kilayim/1#6-4,Jerusalem_Talmud_Kilayim.1.6.4
λευκός,Greek,"Greek λεῦκος, name of a fish; cf. also λευκός “white”.",https://chavrutai.com/yerushalmi/Kilayim/1#6-4,Jerusalem_Talmud_Kilayim.1.6.4
πέτρα,Greek,"Greek πέτρα “rock by the sea, rocky peak”. “On a petra or",https://chavrutai.com/yerushalmi/Kilayim/1#9-4,Jerusalem_Talmud_Kilayim.1.9.4
τορός,Greek,"ראש תור “ox head, trapezoid, vertex” describes the configuration in which two fields are not parallel but are at an angle to each other, so that a vertex of one field touches the other field in the middle of a side. (Musaphia wants to derive the expression from the Greek adjective τορός, ά, όν “sharp, piercing,” but probably it means ראש תור, “head of the line.”) It is spelled out in Mishnah 3:3 that in this case, no minimal distance has to be observed since the fields appear distinct by their neat geometrical form. Ḥizqiah adds that even if one of the fields does not have a regular shape, e. g., if it ends in a dry spot, if in the neighborhood of the other field it forms a triangle with a vertex touching the other field the leniency of ראש תור applies.Cf. the discussion of ראש תור in Chapter 2, Note 101.",https://chavrutai.com/yerushalmi/Kilayim/1#9-5,Jerusalem_Talmud_Kilayim.1.9.5
ά,Greek,"ראש תור “ox head, trapezoid, vertex” describes the configuration in which two fields are not parallel but are at an angle to each other, so that a vertex of one field touches the other field in the middle of a side. (Musaphia wants to derive the expression from the Greek adjective τορός, ά, όν “sharp, piercing,” but probably it means ראש תור, “head of the line.”) It is spelled out in Mishnah 3:3 that in this case, no minimal distance has to be observed since the fields appear distinct by their neat geometrical form. Ḥizqiah adds that even if one of the fields does not have a regular shape, e. g., if it ends in a dry spot, if in the neighborhood of the other field it forms a triangle with a vertex touching the other field the leniency of ראש תור applies.Cf. the discussion of ראש תור in Chapter 2, Note 101.",https://chavrutai.com/yerushalmi/Kilayim/1#9-5,Jerusalem_Talmud_Kilayim.1.9.5
όν,Greek,"ראש תור “ox head, trapezoid, vertex” describes the configuration in which two fields are not parallel but are at an angle to each other, so that a vertex of one field touches the other field in the middle of a side. (Musaphia wants to derive the expression from the Greek adjective τορός, ά, όν “sharp, piercing,” but probably it means ראש תור, “head of the line.”) It is spelled out in Mishnah 3:3 that in this case, no minimal distance has to be observed since the fields appear distinct by their neat geometrical form. Ḥizqiah adds that even if one of the fields does not have a regular shape, e. g., if it ends in a dry spot, if in the neighborhood of the other field it forms a triangle with a vertex touching the other field the leniency of ראש תור applies.Cf. the discussion of ראש תור in Chapter 2, Note 101.",https://chavrutai.com/yerushalmi/Kilayim/1#9-5,Jerusalem_Talmud_Kilayim.1.9.5
adjective,Greek,"ראש תור “ox head, trapezoid, vertex” describes the configuration in which two fields are not parallel but are at an angle to each other, so that a vertex of one field touches the other field in the middle of a side. (Musaphia wants to derive the expression from the Greek adjective τορός, ά, όν “sharp, piercing,” but probably it means ראש תור, “head of the line.”) It is spelled out in Mishnah 3:3 that in this case, no minimal distance has to be observed since the fields appear distinct by their neat geometrical form. Ḥizqiah adds that even if one of the fields does not have a regular shape, e. g., if it ends in a dry spot, if in the neighborhood of the other field it forms a triangle with a vertex touching the other field the leniency of ראש תור applies.Cf. the discussion of ראש תור in Chapter 2, Note 101.",https://chavrutai.com/yerushalmi/Kilayim/1#9-5,Jerusalem_Talmud_Kilayim.1.9.5
seeds,Greek,"In that case, the grasses are really weeds; they have to be removed before the fenugreek seeds can be taken from the stems.",https://chavrutai.com/yerushalmi/Kilayim/2#3-4,Jerusalem_Talmud_Kilayim.2.3.4
bundles,Greek,"The grape harvest is transported in vessels; fenugreek bundles are tied on the “field,” i. e., the garden plot.",https://chavrutai.com/yerushalmi/Kilayim/2#3-4,Jerusalem_Talmud_Kilayim.2.3.4
gourd,Greek,"If oats with their soft stalks lean over straight wheat at the border between two fields, that is not bad, as long as the sowing was done correctly. The same is true for all other annual plants grown from seeds, except for Greek gourd having wide leaves and long, crawling stems which enter neighboring fields and appear as kilaim",https://chavrutai.com/yerushalmi/Kilayim/2#8-1,Jerusalem_Talmud_Kilayim.2.8.1
gourd,Greek,"If the leaves of Greek gourd are growing on a trellis, they act as roof. A human corpse in a house (“a tent,” Num",https://chavrutai.com/yerushalmi/Kilayim/2#8-7,Jerusalem_Talmud_Kilayim.2.8.7
gourd,Greek,"For Greek gourd, whether it forms kilaim",https://chavrutai.com/yerushalmi/Kilayim/2#8-8,Jerusalem_Talmud_Kilayim.2.8.8
gourd,Greek,Their leaves are not as large as those of Greek gourd.,https://chavrutai.com/yerushalmi/Kilayim/2#8-9,Jerusalem_Talmud_Kilayim.2.8.9
μέσος,Greek,"Greek μέσος, η, ον “middle-, in the middle”. (Rome ms: נימוס.)",https://chavrutai.com/yerushalmi/Kilayim/3#1-5,Jerusalem_Talmud_Kilayim.3.1.5
ον,Greek,"Greek μέσος, η, ον “middle-, in the middle”. (Rome ms: נימוס.)",https://chavrutai.com/yerushalmi/Kilayim/3#1-5,Jerusalem_Talmud_Kilayim.3.1.5
parum,Latin,Latin parum,https://chavrutai.com/yerushalmi/Kilayim/3#1-5,Jerusalem_Talmud_Kilayim.3.1.5
gourd,Greek,"Is “pumpkin” in the Mishnah a generic name, or does it apply only to Greek gourd that has the most expansive leaves? The Mishnah applies only to Greek gourd. Melon and Egytian beans are treated in parallel with pumpkin in Halakhah 2:11.",https://chavrutai.com/yerushalmi/Kilayim/3#6-5,Jerusalem_Talmud_Kilayim.3.6.5
δίκρανον,Greek,Greek δίκρανον “pitchfork”. The “woods” were planks put on the ground and connected to the wall; the poles were stuck into the ground. They were forked so that on each side a rope could be attached forming פיאה to the next pole. Cf. Latin furcilla,https://chavrutai.com/yerushalmi/Kilayim/4#2-3,Jerusalem_Talmud_Kilayim.4.2.3
furcilla,Latin,Greek δίκρανον “pitchfork”. The “woods” were planks put on the ground and connected to the wall; the poles were stuck into the ground. They were forked so that on each side a rope could be attached forming פיאה to the next pole. Cf. Latin furcilla,https://chavrutai.com/yerushalmi/Kilayim/4#2-3,Jerusalem_Talmud_Kilayim.4.2.3
τετράπυλον,Greek,"Greek τετράπυλον, τό, “archway entered from four sides.” Bowers erected at the crossing of two paths, with only the posts and the connecting beams built, and the roof formed by plants climbing on the poles. Rebbi Abba bar Mamal considers these beams as קורה under which one may not carry in a dead-end street. The vineyard in question is not enclosed by a wall, or it is enclosed but too large (larger than 5000 square cubits) to be considered a courtyard for the rules of Sabbath; hence, one may carry under the roof of the bower but not outside.",https://chavrutai.com/yerushalmi/Kilayim/4#2-6,Jerusalem_Talmud_Kilayim.4.2.6
τό,Greek,"Greek τετράπυλον, τό, “archway entered from four sides.” Bowers erected at the crossing of two paths, with only the posts and the connecting beams built, and the roof formed by plants climbing on the poles. Rebbi Abba bar Mamal considers these beams as קורה under which one may not carry in a dead-end street. The vineyard in question is not enclosed by a wall, or it is enclosed but too large (larger than 5000 square cubits) to be considered a courtyard for the rules of Sabbath; hence, one may carry under the roof of the bower but not outside.",https://chavrutai.com/yerushalmi/Kilayim/4#2-6,Jerusalem_Talmud_Kilayim.4.2.6
ἐπιστύλιον,Greek,"Greek ἐπιστύλιον, τό “architrave.” (In Eruvin",https://chavrutai.com/yerushalmi/Kilayim/4#2-6,Jerusalem_Talmud_Kilayim.4.2.6
τό,Greek,"Greek ἐπιστύλιον, τό “architrave.” (In Eruvin",https://chavrutai.com/yerushalmi/Kilayim/4#2-6,Jerusalem_Talmud_Kilayim.4.2.6
λοξός,Greek,"Greek λοξός, -ή, -όν “slanting, crosswise, oblique.”",https://chavrutai.com/yerushalmi/Kilayim/4#4-3,Jerusalem_Talmud_Kilayim.4.4.3
ή,Greek,"Greek λοξός, -ή, -όν “slanting, crosswise, oblique.”",https://chavrutai.com/yerushalmi/Kilayim/4#4-3,Jerusalem_Talmud_Kilayim.4.4.3
όν,Greek,"Greek λοξός, -ή, -όν “slanting, crosswise, oblique.”",https://chavrutai.com/yerushalmi/Kilayim/4#4-3,Jerusalem_Talmud_Kilayim.4.4.3
παρά,Greek,Greek παρά.,https://chavrutai.com/yerushalmi/Kilayim/5#1-3,Jerusalem_Talmud_Kilayim.5.1.3
ἀήρ,Greek,Greek ἀήρ.,https://chavrutai.com/yerushalmi/Kilayim/5#3-3,Jerusalem_Talmud_Kilayim.5.3.3
ἶρις,Greek,"Greek ἶρις, -ιδος, ἡ, “iris, orris root”; the root was used to produce an ointment.",https://chavrutai.com/yerushalmi/Kilayim/5#7-1,Jerusalem_Talmud_Kilayim.5.7.1
ιδος,Greek,"Greek ἶρις, -ιδος, ἡ, “iris, orris root”; the root was used to produce an ointment.",https://chavrutai.com/yerushalmi/Kilayim/5#7-1,Jerusalem_Talmud_Kilayim.5.7.1
ἡ,Greek,"Greek ἶρις, -ιδος, ἡ, “iris, orris root”; the root was used to produce an ointment.",https://chavrutai.com/yerushalmi/Kilayim/5#7-1,Jerusalem_Talmud_Kilayim.5.7.1
κισσός,Greek,"Greek κισσός. One would not expect a plant holy to Osiris and Bacchus in a Jewish vineyard, but its leaves were sometimes used as spice (and possibly in medicine) and the name might also be applied to related kinds of angelica of which both roots and berries were used. |Cf. κίσσινον, τό, name of a plaster (E. G.)]",https://chavrutai.com/yerushalmi/Kilayim/5#7-1,Jerusalem_Talmud_Kilayim.5.7.1
κίσσινον,Greek,"Greek κισσός. One would not expect a plant holy to Osiris and Bacchus in a Jewish vineyard, but its leaves were sometimes used as spice (and possibly in medicine) and the name might also be applied to related kinds of angelica of which both roots and berries were used. |Cf. κίσσινον, τό, name of a plaster (E. G.)]",https://chavrutai.com/yerushalmi/Kilayim/5#7-1,Jerusalem_Talmud_Kilayim.5.7.1
τό,Greek,"Greek κισσός. One would not expect a plant holy to Osiris and Bacchus in a Jewish vineyard, but its leaves were sometimes used as spice (and possibly in medicine) and the name might also be applied to related kinds of angelica of which both roots and berries were used. |Cf. κίσσινον, τό, name of a plaster (E. G.)]",https://chavrutai.com/yerushalmi/Kilayim/5#7-1,Jerusalem_Talmud_Kilayim.5.7.1
κάνναβις,Greek,"Greek κάνναβις, Latin cannabis",https://chavrutai.com/yerushalmi/Kilayim/5#7-1,Jerusalem_Talmud_Kilayim.5.7.1
cannabis,Latin,"Greek κάνναβις, Latin cannabis",https://chavrutai.com/yerushalmi/Kilayim/5#7-1,Jerusalem_Talmud_Kilayim.5.7.1
κινάρα,Greek,"Greek κινάρα, Modern Greek plural κινάρας (H. L. Fleischer). Since artichoke is an edible thistle, it has to be mentioned as kilaim",https://chavrutai.com/yerushalmi/Kilayim/5#7-1,Jerusalem_Talmud_Kilayim.5.7.1
κινάρας,Greek,"Greek κινάρα, Modern Greek plural κινάρας (H. L. Fleischer). Since artichoke is an edible thistle, it has to be mentioned as kilaim",https://chavrutai.com/yerushalmi/Kilayim/5#7-1,Jerusalem_Talmud_Kilayim.5.7.1
plural,Greek,"Greek κινάρα, Modern Greek plural κινάρας (H. L. Fleischer). Since artichoke is an edible thistle, it has to be mentioned as kilaim",https://chavrutai.com/yerushalmi/Kilayim/5#7-1,Jerusalem_Talmud_Kilayim.5.7.1
κάρρον,Greek,"This Mishnah deals with a cart (Greek κάρρον, τό, “car, cart”; cf. κάρρος, ὁ, Latin carrus, carrum",https://chavrutai.com/yerushalmi/Kilayim/8#2-1,Jerusalem_Talmud_Kilayim.8.2.1
τό,Greek,"This Mishnah deals with a cart (Greek κάρρον, τό, “car, cart”; cf. κάρρος, ὁ, Latin carrus, carrum",https://chavrutai.com/yerushalmi/Kilayim/8#2-1,Jerusalem_Talmud_Kilayim.8.2.1
κάρρος,Greek,"This Mishnah deals with a cart (Greek κάρρον, τό, “car, cart”; cf. κάρρος, ὁ, Latin carrus, carrum",https://chavrutai.com/yerushalmi/Kilayim/8#2-1,Jerusalem_Talmud_Kilayim.8.2.1
ὁ,Greek,"This Mishnah deals with a cart (Greek κάρρον, τό, “car, cart”; cf. κάρρος, ὁ, Latin carrus, carrum",https://chavrutai.com/yerushalmi/Kilayim/8#2-1,Jerusalem_Talmud_Kilayim.8.2.1
carrus,Latin,"This Mishnah deals with a cart (Greek κάρρον, τό, “car, cart”; cf. κάρρος, ὁ, Latin carrus, carrum",https://chavrutai.com/yerushalmi/Kilayim/8#2-1,Jerusalem_Talmud_Kilayim.8.2.1
equus,Latin,Perhaps the ending דקס refers to Latin equus,https://chavrutai.com/yerushalmi/Kilayim/8#3-4,Jerusalem_Talmud_Kilayim.8.3.4
paraveredus,Latin,"All commentaries depending on gaonic sources declare these to be mules about which it is unknown whether their mother was a horse or a donkey and whose ears do not allow to determine the species of their mother. This implies that the opinion of R. Jehudah in the preceding Mishnah is accepted here as opinion of the anonymous majority and, therefore, practice to be followed. This would make superfluous the statement of R. Isaac bar Naḥman in the preceding Halakhah. Now in Arabic, פֻדַט فُرَط is “a horse which outruns all others” (from the root فرط “to surpass”). It might be that the entire sentence speaks of horses and that thoroughbreds are considered a separate species created by what today would be called genetic engineering, while wild horses are the same as a standard domesticated horse. {Cf. also Medieval Latin paraveredus",https://chavrutai.com/yerushalmi/Kilayim/8#4-1,Jerusalem_Talmud_Kilayim.8.4.1
τάραξιν,Greek,"Jastrow’s explanation is Greek τάραξιν, accusative of τάραξις “confusion”. [Maimonides (Commentary to Middot",https://chavrutai.com/yerushalmi/Kilayim/8#4-5,Jerusalem_Talmud_Kilayim.8.4.5
