rank,normalized_name,yerushalmi_count,yerushalmi_pct,bavli_term,bavli_count,bavli_pct,wikipedia_he,hebrew_term,wikidata_id,match_type,match_score,match_note,yerushalmi_variant_names
140,R' Yose ben R' Bun,24,0.0562,,,,,,,none,0,,Rebbi Yose ben Rebbi Bun
141,R' Ḥalafta ben Shaul,24,0.0562,,,,,,,none,0,,Rebbi Ḥalaphta ben Shaul | Rebbi Ḥalafta ben Shaul
142,R' Ze'ura,24,0.0562,R' Zeira,668,0.9423,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%96%D7%99%D7%A8%D7%90,רבי זירא,Q7296294,fuzzy_edit,45,"lev=1 key=""zeura""→""zeira""",Rebbi Ze`ura | Rebbi Zeˋura | Rebbi Ze‘ura
143,R' Illai,24,0.0562,R' Ilai,36,0.0508,,,,fuzzy_edit,45,"lev=1 key=""illai""→""ilai""",Rebbi Illaï | Rebbi Illai | Rebbi Ilaï | Rebbi Ilaī | Rebbi Ilaї
144,Bar Pedaiah,23,0.0539,,,,,,,none,0,,Bar Pedaiah
145,R' Ḥanin,23,0.0539,R' Ḥanan,14,0.0197,,,,fuzzy_edit,45,"lev=1 key=""hanin""→""hanan""",Rebbi Ḥanin
146,R' Abbin,23,0.0539,,,,,,,none,0,,Rebbi Abbin
147,R' Ḥama,22,0.0515,Rav Ḥama,25,0.0353,,,,exact,100,,Rebbi Ḥama
148,R' Pedat,22,0.0515,R' Pedat,20,0.0282,,,,exact,100,,Rebbi Pedat
149,R' Elazar ben Arakh,22,0.0515,,,,,,,none,0,,Rebbi Eleazar ben Arakh
150,Ben Bathyra,22,0.0515,,,,,,,none,0,,Ben Bathyra
151,R' Elazar ben R' Tzadoq,22,0.0515,,,,,,,none,0,,Rebbi Eleazar ben Rebbi Ṣadoq | Rebbi Eleazar ben Rebbi Ẓadoq
152,Shimon ben Shetaḥ,22,0.0515,,,,,,,none,0,,Simeon ben Shetaḥ | Simeon ben Sheṭaḥ
153,Menaḥem,21,0.0492,,,,,,,none,0,,Menaḥem
154,the father of R' Mattaniah,21,0.0492,,,,,,,none,0,,the father of Rebbi Mattaniah
155,R' Shimon ben R',21,0.0492,R' Shimon bar R',11,0.0155,,,,exact,100,,Rebbi Simeon ben Rebbi
156,R' Ḥiyya the Great,21,0.0492,,,,,,,none,0,,The great Rebbi Ḥiyya | the great Rebbi Ḥiyya | Rebbi Ḥiyya the Great
157,R' Ḥiyya bar Ashi,20,0.0469,R' Ḥiyya bar Ashi,14,0.0197,,,,exact,100,,Rebbi Ḥiyya bar Ashi
158,Ben Zoma,19,0.0445,Ben Zoma,25,0.0353,https://he.wikipedia.org/wiki/%D7%91%D7%9F_%D7%96%D7%95%D7%9E%D7%90,בן זומא,Q816598,exact,100,,Ben Zoma
159,R' Shmuel ben Avdimi,19,0.0445,,,,,,,none,0,,Rebbi Samuel ben Eudaimon
160,R' Yitzḥak ben Elazar,19,0.0445,,,,,,,none,0,,Rebbi Isaac ben Eleazar
161,R' Ezra,19,0.0445,,,,,,,none,0,,Rebbi Ezra
162,R' Yehoshua ben Qorḥa,19,0.0445,,,,,,,none,0,,Rebbi Joshua ben Qorḥa
163,R' Dosa,18,0.0422,R' Dosa,67,0.0945,,,,exact,100,,Rebbi Dosa
164,R' Avin,18,0.0422,R' Avin,78,0.1100,,,,exact,100,,Rebbi Avin
165,R' Yoḥanan the Alexandrian,18,0.0422,,,,,,,none,0,,Rebbi Joḥanan the Alexandrian
166,R' Yitzḥak ben R' Elazar,18,0.0422,,,,,,,none,0,,Rebbi Isaac ben Rebbi Eleazar | Rebbi Isaac ben Rebbi Elazar
167,Rav Yosef,18,0.0422,Rav Yosef,1128,1.5912,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%99%D7%95%D7%A1%D7%A3,רב יוסף,Q359768,exact,100,,Rav Joseph | Rav Yosef | Rav Josef
168,R' Shimon ben Yotzadaq,18,0.0422,,,,,,,none,0,,Rebbi Simeon ben Yoẓadaq | Rebbi Simeon ben Yoṣadaq | R. Simeon ben Yoẓadaq
169,R' Miasha,17,0.0398,,,,,,,none,0,,Rebbi Miasha
170,R' Illa,17,0.0398,Ilfa,30,0.0423,,,,fuzzy_edit,45,"lev=1 key=""illa""→""ilfa""",Rebbi Illa
171,Ben Azai,17,0.0398,,,,,,,none,0,,Ben Azai
172,R' Zachariah,17,0.0398,,,,,,,none,0,,Rebbi Zachariah
173,R' Onias from Hauran,17,0.0398,,,,,,,none,0,,Rebbi Onias from Hauran
174,R' Ya'akov the Southerner,16,0.0375,,,,,,,none,0,,Rebbi Jacob the Southerner
175,Abba bar Yirmeyah,16,0.0375,,,,,,,none,0,,Abba bar Jeremiah
176,R' Bevai,16,0.0375,Rav Beivai,44,0.0621,,,,fuzzy_edit,45,"lev=1 key=""bevai""→""beivai""",Rebbi Bevai
177,Bar Ziza,16,0.0375,,,,,,,none,0,,Bar Ziza
178,R' Yannai ben R' Yishmael,16,0.0375,,,,,,,none,0,,Rebbi Yannai ben Rebbi Ismael | Rebbi Yannai ben Rebbi Ismaël
179,bar Ḥana,15,0.0351,,,,,,,none,0,,bar Ḥana
180,R' Avdimi,15,0.0351,Avimi,28,0.0395,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%99%D7%9E%D7%99,אבימי,Q6569449,fuzzy_edit,45,"lev=1 key=""avdimi""→""avimi""",Rebbi Eudaimon
181,R' Abba bar Zamina,15,0.0351,,,,,,,none,0,,Rebbi Abba bar Zamina
182,Rav Ḥananel,15,0.0351,Rav Ḥananel,29,0.0409,,,,exact,100,,Rav Ḥananel
183,the brother of R' Yose,15,0.0351,,,,,,,none,0,,the brother of Rebbi Yose
184,R' Shmuel bar Avdimi,15,0.0351,,,,,,,none,0,,Rebbi Samuel bar Eudaimon
185,Abba bar Abba,15,0.0351,,,,,,,none,0,,Abba bar Abba
186,R' Shimon from Shezur,15,0.0351,,,,,,,none,0,,Rebbi Simeon from Shezur
187,R' Ilai,15,0.0351,R' Ilai,36,0.0508,,,,exact,100,,Rebbi Ilai
188,R' Yudan bar Shalom,15,0.0351,,,,,,,none,0,,Rebbi Yudan bar Shalom | Rebbi Judan bar Shalom
189,R' Shmuel ben Naḥman,14,0.0328,,,,,,,none,0,,Rebbi Samuel ben Naḥman
190,R' Kohen,14,0.0328,,,,,,,none,0,,Rebbi Cohen
191,R' Berekhia,14,0.0328,,,,,,,none,0,,Rebbi Berekhia
192,R' Yosia,14,0.0328,,,,,,,none,0,,Rebbi Josia
193,R' Abinna,14,0.0328,R' Avina,16,0.0226,,,,fuzzy_edit,30,"lev=2 key=""abinna""→""avina""",Rebbi Abinna
194,R' Haggai,14,0.0328,,,,,,,none,0,,Rebbi Haggai
195,R' Shimon bar Yoḥai,14,0.0328,R' Shimon ben Yoḥai,128,0.1806,,,,exact,100,,Rebbi Simeon bar Ioḥai | Rebbi Simeon bar Yoḥai
196,R' Yose ben Ḥalafta,13,0.0305,,,,,,,none,0,,Rebbi Yose ben Ḥalaphta
197,R' Naḥum,13,0.0305,,,,,,,none,0,,Rebbi Naḥum
198,R' Sabbatai,13,0.0305,,,,,,,none,0,,Rebbi Sabbatai
199,R' Ḥaninah,13,0.0305,R' Ḥanina,392,0.5530,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%A0%D7%99%D7%A0%D7%90_%D7%91%D7%A8_%D7%97%D7%9E%D7%90,רבי חנינא בר חמא,Q1062209,exact,100,,Rebbi Ḥaninah
200,R' Pinḥas ben Yaïr,13,0.0305,,,,,,,none,0,,Rebbi Phineas ben Yaïr | Rebbi Phineas ben Yaїr
201,R' Yohanan,13,0.0305,R' Yoḥanan,3687,5.2011,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%99%D7%95%D7%97%D7%A0%D7%9F,רבי יוחנן,Q1397565,exact,100,,Rebbi Johanan | Rebbi Yohanan
202,R' Mani,12,0.0281,R' Mani,20,0.0282,,,,exact,100,,Rebbi Mani
203,R' Ulla,12,0.0281,Ulla,517,0.7293,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%9C%D7%90,עולא,Q1255590,exact,100,,Rebbi Ulla
204,R' Simlai,12,0.0281,R' Simlai,14,0.0197,,,,exact,100,,Rebbi Simlai
205,R' Yonah from Bostra,12,0.0281,,,,,,,none,0,,Rebbi Jonah from Bostra
206,R' Abba bar Mamai,12,0.0281,,,,,,,none,0,,Rebbi Abba bar Mamai
207,R' Ḥinena bar Pappa,12,0.0281,,,,,,,none,0,,Rebbi Ḥinena bar Pappa
208,R' Ashian,12,0.0281,Rav Ashi,1419,2.0017,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%90%D7%A9%D7%99,רב אשי,Q742620,fuzzy_edit,30,"lev=2 key=""ashian""→""ashi""",Rebbi Ashian
209,R' Mana bar Tanḥum,12,0.0281,,,,,,,none,0,,Rebbi Mana bar Tanḥum
210,R' Bisna,12,0.0281,,,,,,,none,0,,Rebbi Bisna
211,R' Shimon ben Yakim,12,0.0281,,,,,,,none,0,,Rebbi Simeon ben Yaqim
212,R' Yose ben Abun,12,0.0281,,,,,,,none,0,,Rebbi Yose ben Abun
213,R' Naḥman,12,0.0281,Rav Naḥman,1365,1.9255,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A0%D7%97%D7%9E%D7%9F,רב נחמן,Q2124832,exact,100,,Rebbi Naḥman
214,Abba bar Rav Huna,11,0.0258,,,,,,,none,0,,Abba bar Rav Huna
215,R' Abin bar Ḥiyya,11,0.0258,,,,,,,none,0,,Rebbi Abin bar Ḥiyya
216,R' Abba from Carthage,11,0.0258,,,,,,,none,0,,Rebbi Abba from Carthage
217,R' Ḥilqiah,11,0.0258,,,,,,,none,0,,Rebbi Ḥilqiah
218,R' Abba bar Zemina,11,0.0258,,,,,,,none,0,,Rebbi Abba bar Zemina
219,Ulla,11,0.0258,Ulla,517,0.7293,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%9C%D7%90,עולא,Q1255590,exact,100,,Ulla
220,R' Yitzḥak bar Elazar,11,0.0258,,,,,,,none,0,,Rebbi Isaac bar Eleazar
221,R' Tabi,11,0.0258,Tavi,14,0.0197,,,,fuzzy_edit,45,"lev=1 key=""tabi""→""tavi""",Rebbi Tabi
222,R' Yishmael the son of R' Yoḥanan ben Beroqa,11,0.0258,,,,,,,none,0,,Rebbi Ismael the son of Rebbi Joḥanan ben Beroqa
223,R' Pinḥas ben Yair,11,0.0258,,,,,,,none,0,,Rebbi Phineas ben Yair
224,R' Onias,11,0.0258,Onias,20,0.0282,,,,exact,100,,Rebbi Onias
225,R' Mattania,11,0.0258,Rav Mattana,108,0.1524,,,,fuzzy_edit,45,"lev=1 key=""mattania""→""mattana""",Rebbi Mattania
226,R' Hiyya,11,0.0258,R' Ḥiyya,392,0.5530,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%97%D7%99%D7%99%D7%90,רבי חייא,Q2904193,exact,100,,Rebbi Hiyya
227,R' Shmuel bar Naḥmani,10,0.0234,R' Shmuel bar Naḥmani,136,0.1918,,,,exact,100,,Rebbi Samuel bar Naḥmani
228,R' Yosa,10,0.0234,R' Dosa,67,0.0945,,,,fuzzy_edit,45,"lev=1 key=""yosa""→""dosa""",Rebbi Yosa
229,R' Tanḥum,10,0.0234,R' Tanḥum,28,0.0395,,,,exact,100,,Rebbi Tanḥum
230,R' Abba bar Ya'akov,10,0.0234,,,,,,,none,0,,Rebbi Abba bar Jacob
231,R' Yehoshua ben Bathyra,10,0.0234,,,,,,,none,0,,Rebbi Joshua ben Bathyra
232,R' Vivian,10,0.0234,,,,,,,none,0,,Rebbi Vivian
233,R' Ayvo bar Naggari,10,0.0234,,,,,,,none,0,,Rebbi Ayvo bar Naggari
234,R' Ukva,10,0.0234,,,,,,,none,0,,Rebbi Uqba
235,Issy,10,0.0234,,,,,,,none,0,,Issy
236,R' Yose ben Kipper,10,0.0234,,,,,,,none,0,,Rebbi Yose ben Kipper
237,R' Yehudah ben Baba,10,0.0234,,,,,,,none,0,,Rebbi Jehudah ben Baba | Rebbi Judah ben Baba
238,Mar Ukva,9,0.0211,Mar Ukva,69,0.0973,https://he.wikipedia.org/wiki/%D7%9E%D7%A8_%D7%A2%D7%95%D7%A7%D7%91%D7%90,מר עוקבא,Q6754446,exact,100,,Mar Uqba
239,R' Yose bar R' Abun,9,0.0211,,,,,,,none,0,,Rebbi Yose bar Rebbi Abun
240,R' Lia,9,0.0211,,,,,,,none,0,,Rebbi Lia
241,R' Bun,9,0.0211,,,,,,,none,0,,Rebbi Bun
242,R' Ḥanina ben Dosa,9,0.0211,R' Ḥanina ben Dosa,21,0.0296,,,,exact,100,,Rebbi Ḥanina ben Dosa
243,R' Yudan ben R' Yishmael,9,0.0211,,,,,,,none,0,,Rebbi Yudan ben Rebbi Ismael
244,R' Ḥanina ben Gamliel,9,0.0211,R' Ḥanina ben Gamliel,31,0.0437,,,,exact,100,,Rebbi Ḥanina ben Gamliel
245,R' Kahana,9,0.0211,Rav Kahana,471,0.6644,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%9B%D7%94%D7%A0%D7%90_(%D7%94%D7%A9%D7%A0%D7%99),רב כהנא (השני),Q7296281,exact,100,,Rebbi Cahana
246,R' Yose ben Shaul,9,0.0211,,,,,,,none,0,,Rebbi Yose ben Shaul
247,R' Zerika,9,0.0211,R' Zerika,28,0.0395,,,,exact,100,,Rebbi Zeriqa
248,R' Yustus bar Shunem,9,0.0211,,,,,,,none,0,,Rebbi Justus bar Shunem
249,R' Ḥananiah the son of R' Hillel,9,0.0211,,,,,,,none,0,,Rebbi Ḥananiah the son of Rebbi Hillel
250,R' Ḥananiah ben Gamliel,9,0.0211,R' Ḥanina ben Gamliel,31,0.0437,,,,exact,100,,Rebbi Ḥananiah ben Gamliel
251,R' Abba bar Ḥiyya,9,0.0211,,,,,,,none,0,,Rebbi Abba bar Ḥiyya
252,R' Maisha,9,0.0211,,,,,,,none,0,,Rebbi Maisha
253,R' Yoshiah,9,0.0211,R' Yoshiya,104,0.1467,,,,fuzzy_edit,30,"lev=2 key=""yoshiah""→""yoshiya""",Rebbi Joshiah
254,R' Shimon bar Zavdi,9,0.0211,,,,,,,none,0,,Rebbi Simon bar Zavdi
255,R' Yitzḥak bar Ḥaqula,9,0.0211,,,,,,,none,0,,Rebbi Isaac bar Ḥaqula
256,Abba Yehudah,9,0.0211,,,,,,,none,0,,Abba Jehudah
257,R' Yudan the Prince,9,0.0211,,,,,,,none,0,,Rebbi Yudan the Prince | Rebbi Judan the Prince
258,R' Zakkai,8,0.0187,R' Zakkai,17,0.0240,,,,exact,100,,Rebbi Zakkai
259,R' Ḥanina the son of R' Abbahu,8,0.0187,,,,,,,none,0,,Rebbi Ḥanina the son of Rebbi Abbahu
260,R' Yehoshua the Southerner,8,0.0187,,,,,,,none,0,,Rebbi Joshua the Southerner
261,"R' Abba, son of R' Ḥiyya bar Abba",8,0.0187,"R' Abba, son of R' Ḥiyya bar Abba",16,0.0226,,,,exact,100,,"Rebbi Abba, son of Rebbi Ḥiyya bar Abba"
262,R' Shimon ben Gamliel,8,0.0187,Rabban Shimon ben Gamliel,738,1.0411,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%9F_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%92%D7%9E%D7%9C%D7%99%D7%90%D7%9C_%D7%94%D7%96%D7%A7%D7%9F,רבן שמעון בן גמליאל הזקן,Q2037623,exact,100,,Rebbi Simeon ben Gamliel
263,R' Benaiah,8,0.0187,R' Bena’a,11,0.0155,,,,fuzzy_edit,30,"lev=2 key=""benaiah""→""bena’a""",Rebbi Benaiah
264,R' Shimon bar Yakim,8,0.0187,,,,,,,none,0,,Rebbi Simeon bar Yaqim
265,Rav Naḥman,8,0.0187,Rav Naḥman,1365,1.9255,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A0%D7%97%D7%9E%D7%9F,רב נחמן,Q2124832,exact,100,,Rav Naḥman
266,R' Yitzḥak bar Tevele,8,0.0187,,,,,,,none,0,,Rebbi Isaac bar Tevele
267,ben Lakish,8,0.0187,,,,,,,none,0,,ben Laqish
268,R' Avdimi from Haifa,8,0.0187,,,,,,,none,0,,Rebbi Eudaimon from Haifa
269,R' Shmuel bar Abba,8,0.0187,,,,,,,none,0,,Rebbi Samuel bar Abba
270,R' Neḥoniah ben Haqanah,8,0.0187,,,,,,,none,0,,Rebbi Neḥoniah ben Haqanah
271,R' Shimon ben Menassiah,8,0.0187,,,,,,,none,0,,Rebbi Simeon ben Menassiah
272,R' Abba the son of R' Pappai,8,0.0187,,,,,,,none,0,,Rebbi Abba the son of Rebbi Pappai
273,R' Ḥanania the son of R' Hillel,8,0.0187,,,,,,,none,0,,Rebbi Ḥanania the son of Rebbi Hillel
274,R' Abba bar Zutra,8,0.0187,,,,,,,none,0,,Rebbi Abba bar Zuṭra
275,Ḥefa,8,0.0187,,,,,,,none,0,,Ḥefa
276,R' Shimon ben Ḥalafta,8,0.0187,,,,,,,none,0,,Rebbi Simeon ben Ḥalaphta | Rebbi Simeon ben Ḥalafta
277,bar Kappara,8,0.0187,Bar Kappara,120,0.1693,https://he.wikipedia.org/wiki/%D7%91%D7%A8_%D7%A7%D7%A4%D7%A8%D7%90,בר קפרא,Q449117,exact,100,,bar Qappara | bar Kappara
278,R' Yehudah ben Levi,8,0.0187,,,,,,,none,0,,Rebbi Jehudah ben Levi | Rebbi Judah ben Levi
279,R' Tzadoq,8,0.0187,R' Tzadok,23,0.0324,,,,fuzzy_edit,45,"lev=1 key=""tzadoq""→""tzadok""",Rebbi Ṣadoq | Rebbi Ẓadoq
280,R' Elazar ben Shimon,8,0.0187,,,,,,,none,0,,Rebbi Eleazar ben Simeon | Rebbi Eleazar ben Simon
281,R' Bibi,7,0.0164,,,,,,,none,0,,Rebbi Bibi
282,Ḥanan bar Abba,7,0.0164,,,,,,,none,0,,Ḥanan bar Abba
283,R' Shmuel bar Yitzḥak,7,0.0164,R' Shmuel bar Rav Yitzḥak,20,0.0282,,,,exact,100,,Rebbi Samuel bar Isaac
284,R' Ya'akov bar Abun,7,0.0164,,,,,,,none,0,,Rebbi Jacob bar Abun
285,R' Ya'akov bar Abba,7,0.0164,,,,,,,none,0,,Rebbi Jacob bar Abba
286,R' Tanḥum ben R' Ḥiyya,7,0.0164,,,,,,,none,0,,Rebbi Tanḥum ben Rebbi Ḥiyya
287,Rav Ḥasdai,7,0.0164,Rav Ḥisda,1126,1.5884,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%97%D7%A1%D7%93%D7%90,רב חסדא,Q1391057,fuzzy_edit,30,"lev=2 key=""hasdai""→""hisda""",Rav Ḥasdai
288,Rabbi Abbahu,7,0.0164,R' Abbahu,412,0.5812,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%90%D7%91%D7%94%D7%95,רבי אבהו,Q305830,exact,100,,Rabbi Abbahu
289,R' Ḥiyya the Elder,7,0.0164,,,,,,,none,0,,Rebbi Ḥiyya the Elder
290,R' Elazar bar Yose,7,0.0164,,,,,,,none,0,,Rebbi Eleazar bar Yose
291,Rav Aḥa,7,0.0164,R' Aḥa,43,0.0607,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%97%D7%90_(%D7%90%D7%9E%D7%95%D7%A8%D7%90),רבי אחא (אמורא),Q1394943,exact,100,,Rav Aḥa
292,R' Abina,7,0.0164,R' Avina,16,0.0226,,,,fuzzy_edit,45,"lev=1 key=""abina""→""avina""",Rebbi Abina
293,Ḥiyya the son of Rav,7,0.0164,"R' Yehuda, son of R' Ḥiyya",11,0.0155,,,,token_subset,93,"key=""hiyya son of"" ⊆ bavli=""yehuda son of hiyya""",Ḥiyya the son of Rav
294,R' Yoḥanan bar Marius,7,0.0164,,,,,,,none,0,,Rebbi Joḥanan bar Marius
295,R' Shimon bar Carsana,7,0.0164,,,,,,,none,0,,Rebbi Simeon bar Carsana
296,R' Dosa ben Hyrkanos,7,0.0164,,,,,,,none,0,,Rebbi Dosa ben Hyrkanos
297,R' Yehudah ben Lakish,7,0.0164,,,,,,,none,0,,Rebbi Jehudah ben Laqish
298,Ben Illem,7,0.0164,,,,,,,none,0,,Ben Illem
299,Ben Nannas,7,0.0164,ben Nannas,18,0.0254,,,,exact,100,,Ben Nannas
300,Shimon ben Azzai,7,0.0164,,,,,,,none,0,,Simeon ben Azzai
301,Rav Abba bar Ḥana,6,0.0141,,,,,,,none,0,,Rav Abba bar Ḥana
302,Rabba,6,0.0141,Rabba,969,1.3669,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%94_%D7%91%D7%A8_%D7%A0%D7%97%D7%9E%D7%A0%D7%99,רבה בר נחמני,Q360557,exact,100,,Rabba
303,R' Elazar ben Antigonos,6,0.0141,,,,,,,none,0,,Rebbi Eleazar ben Antigonos
304,R' Nassa,6,0.0141,,,,,,,none,0,,Rebbi Nassa
305,R' Yose ben Yose,6,0.0141,,,,,,,none,0,,Rebbi Yose ben Yose
306,R' Avdimi of Haifa,6,0.0141,,,,,,,none,0,,Rebbi Eudaimon of Haifa
307,Abdan,6,0.0141,,,,,,,none,0,,Abdan
308,R' Aḥa bar Yitzḥak,6,0.0141,,,,,,,none,0,,Rebbi Aḥa bar Isaac
309,R' Shila,6,0.0141,Sheila,11,0.0155,,,,fuzzy_edit,45,"lev=1 key=""shila""→""sheila""",Rebbi Shila
310,the brother of R' Berekhiah,6,0.0141,,,,,,,none,0,,the brother of Rebbi Berekhiah
311,Shmuel bar Shilat,6,0.0141,,,,,,,none,0,,Samuel bar Shilat
312,R' Shimon bar Lakish,6,0.0141,R' Shimon ben Lakish,246,0.3470,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%9C%D7%A7%D7%99%D7%A9,שמעון בן לקיש,Q1391489,exact,100,,Rebbi Simeon bar Laqish
313,R' Yehoshua ben Ḥananiah,6,0.0141,,,,,,,none,0,,Rebbi Joshua ben Ḥananiah
314,Dama ben Netinah,6,0.0141,,,,,,,none,0,,Dama ben Netinah
315,Ḥiyya bar Ada,6,0.0141,,,,,,,none,0,,Ḥiyya bar Ada
316,R' Redifa,6,0.0141,,,,,,,none,0,,Rebbi Redifa
317,Rav Kahana,6,0.0141,Rav Kahana,471,0.6644,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%9B%D7%94%D7%A0%D7%90_(%D7%94%D7%A9%D7%A0%D7%99),רב כהנא (השני),Q7296281,exact,100,,Rav Cahana
318,R' Aḥa bar Ulla,6,0.0141,,,,,,,none,0,,Rebbi Aḥa bar Ulla
319,R' Yehoshua ben Qorḥah,6,0.0141,,,,,,,none,0,,Rebbi Joshua ben Qorḥah
320,R' Ḥinena bar Pappos,6,0.0141,,,,,,,none,0,,Rebbi Ḥinena bar Pappos
321,"R' Yishmael, the son of R' Yoḥanan ben Beroqa",6,0.0141,,,,,,,none,0,,"Rebbi Ismael, the son of Rebbi Joḥanan ben Beroqa"
322,Natan bar Hoshaiah,6,0.0141,,,,,,,none,0,,Nathan bar Hoshaiah
323,R' Yonatan ben R' Yose,6,0.0141,,,,,,,none,0,,Rebbi Jonathan ben Rebbi Yose
324,R' Ḥiyya bar Julianus,6,0.0141,,,,,,,none,0,,Rebbi Ḥiyya bar Julianus
325,Rav Ada bar Ahava,6,0.0141,,,,,,,none,0,,Rav Ada bar Ahava
326,R' Elazar ben Thaddeus,6,0.0141,,,,,,,none,0,,Rebbi Eleazar ben Thaddeus
327,Ḥanin bar Abba,6,0.0141,,,,,,,none,0,,Ḥanin bar Abba
328,Rav Avdimi,6,0.0141,Avimi,28,0.0395,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%99%D7%9E%D7%99,אבימי,Q6569449,fuzzy_edit,45,"lev=1 key=""avdimi""→""avimi""",Rav Eudaimon
329,Mar Ukban,6,0.0141,,,,,,,none,0,,Mar Uqban
330,R' Elazar ben R' Sadoq,6,0.0141,,,,,,,none,0,,Rebbi Eleazar ben Rebbi Sadoq
331,R' Shmuel bar Nahman,6,0.0141,,,,,,,none,0,,Rebbi Samuel bar Nahman
332,R' Matthew ben Ḥarash,6,0.0141,,,,,,,none,0,,Rebbi Matthew ben Ḥarash
333,R' Yehudah ben Tema,6,0.0141,,,,,,,none,0,,Rebbi Jehudah ben Tema
334,Rabban Gamliel the Elder,6,0.0141,,,,,,,none,0,,Rabban Gamliel the Elder
335,R' Shmuel bar Ḥiyya bar Yehudah,6,0.0141,Rav Shmuel bar Yehuda,42,0.0592,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%91%D7%A8_%D7%99%D7%94%D7%95%D7%93%D7%94,רב שמואל בר יהודה,Q21934175,token_subset,93,"key=""shmuel ben hiyya ben yehuda"" ⊆ bavli=""shmuel ben yehuda""",Rebbi Samuel bar Ḥiyya bar Jehudah | Rebbi Samuel bar Ḥiyya bar Yehudah
336,R' Yehudah ben R' Illai,6,0.0141,,,,,,,none,0,,Rebbi Jehudah ben Rebbi Illai | Rebbi Yehudah ben Rebbi Ilaï | Rebbi Jehudah ben Rebbi Ilaї
337,Yehudah ben Tabbai,6,0.0141,,,,,,,none,0,,Jehudah ben Tabbai | Jehudah ben Ṭabbai
338,R' Abba bar Aḥa,5,0.0117,,,,,,,none,0,,Rebbi Abba bar Aḥa
339,R' Aḥai,5,0.0117,Rav Aḥai,19,0.0268,,,,exact,100,,Rebbi Aḥai
340,R' Ḥisqiah,5,0.0117,,,,,,,none,0,,Rebbi Ḥisqiah
341,R' Hillel,5,0.0117,Hillel,69,0.0973,https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%9C_%D7%94%D7%96%D7%A7%D7%9F,הלל הזקן,Q319219,exact,100,,Rebbi Hillel
342,R' Yose bar Ḥalafta,5,0.0117,,,,,,,none,0,,Rebbi Yose bar Ḥalaphta
343,R' Yose ben R' Abin,5,0.0117,,,,,,,none,0,,Rebbi Yose ben Rebbi Abin
344,R' Aqibah,5,0.0117,,,,,,,none,0,,Rebbi Aqibah
345,R' Abba the son of R' Ḥiyya bar Abba,5,0.0117,"R' Abba, son of R' Ḥiyya bar Abba",16,0.0226,,,,exact,100,,Rebbi Abba the son of Rebbi Ḥiyya bar Abba
346,R' Tanḥum bar Yudan,5,0.0117,,,,,,,none,0,,Rebbi Tanḥum bar Yudan
347,the son of R' Yehoshua,5,0.0117,Rav Huna son of Rav Yehoshua,201,0.2835,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%94%D7%95%D7%A0%D7%90_%D7%91%D7%A8%D7%99%D7%94_%D7%93%D7%A8%D7%91_%D7%99%D7%94%D7%95%D7%A9%D7%A2,רב הונא בריה דרב יהושע,Q1637336,token_subset,93,"key=""son of yehoshua"" ⊆ bavli=""huna son of yehoshua""",the son of Rebbi Joshua
348,Rav Ḥinena,5,0.0117,R' Ḥanina,392,0.5530,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%A0%D7%99%D7%A0%D7%90_%D7%91%D7%A8_%D7%97%D7%9E%D7%90,רבי חנינא בר חמא,Q1062209,fuzzy_edit,30,"lev=2 key=""hinena""→""hanina""",Rav Ḥinena
349,R' Nehorai,5,0.0117,R' Nehorai,23,0.0324,,,,exact,100,,Rebbi Nehorai
350,R' Yose ben Zimra,5,0.0117,,,,,,,none,0,,Rebbi Yose ben Zimra
351,R' Yudan from Kappadokia,5,0.0117,,,,,,,none,0,,Rebbi Yudan from Kappadokia
