rank,name,normalized_name,count,example_1,example_2,example_3
1,Rebbi Joḥanan,R' Yoḥanan,3426,Berakhot 2:4.15,Berakhot 2:5.4,Berakhot 2:5.9
2,Rebbi Yose,R' Yose,2592,Berakhot 1:1.2,Berakhot 1:1.3,Berakhot 1:1.14
3,Rebbi Jehudah,R' Yehudah,1441,Peah 1:1.39,Peah 1:3.1,Peah 2:1.10
4,Rebbi Eleazar,R' Elazar,1299,Berakhot 1:3.3,Berakhot 1:5.5,Berakhot 2:1.14
5,Rebbi Simeon ben Laqish,R' Shimon ben Lakish,1181,Berakhot 1:1.25,Berakhot 1:1.27,Berakhot 1:5.4
6,Rebbi Meïr,R' Meir,951,Berakhot 1:1.32,Berakhot 1:1.33,Berakhot 1:2.3
7,Rebbi Simeon,R' Shimon,943,Berakhot 1:1.31,Berakhot 1:1.35,Berakhot 1:5.14
8,Rebbi Eliezer,R' Eliezer,769,Berakhot 1:1.1,Berakhot 1:1.37,Berakhot 1:2.1
9,Rebbi Mana,R' Mana,759,Berakhot 1:1.15,Berakhot 1:1.28,Berakhot 1:2.8
10,Rebbi Abbahu,R' Abbahu,757,Berakhot 2:1.13,Berakhot 2:3.8,Berakhot 2:3.9
11,Rebbi Jeremiah,R' Yirmeyah,719,Berakhot 1:5.14,Berakhot 1:5.15,Berakhot 1:5.18
12,Rebbi Ḥiyya,R' Ḥiyya,692,Berakhot 1:1.2,Berakhot 1:1.21,Berakhot 1:5.12
13,Rebbi Aqiba,R' Akiva,690,Berakhot 1:1.32,Berakhot 1:1.34,Berakhot 1:2.6
14,Rebbi Jonah,R' Yonah,687,Berakhot 1:2.7,Berakhot 2:1.20,Berakhot 2:3.11
15,Rebbi Abba,R' Abba,659,Berakhot 1:1.16,Berakhot 1:1.27,Berakhot 1:2.8
16,Rebbi Yose ben Rebbi Abun,R' Yose ben R' Abun,562,Berakhot 1:1.9,Berakhot 1:1.30,Berakhot 3:5.8
17,Rebbi Joshua ben Levi,R' Yehoshua ben Levi,536,Berakhot 1:1.30,Berakhot 1:5.2,Berakhot 1:5.8
18,Rebbi Ḥanina,R' Ḥanina,529,Berakhot 1:1.12,Berakhot 1:1.13,Berakhot 1:1.22
19,Rebbi Zeïra,R' Ze'ira,453,Berakhot 1:1.4,Berakhot 1:1.20,Berakhot 1:1.29
20,Rebbi Aḥa,R' Aḥa,442,Berakhot 1:1.15,Berakhot 1:1.29,Berakhot 1:2.8
21,Rebbi Ze‘ira,R' Ze'ira,442,Shabbat 14:4.5,Yevamot 1:1.9,Yevamot 1:1.11
22,Rebbi Jacob bar Aḥa,R' Ya'akov bar Aḥa,413,Berakhot 2:3.14,Berakhot 2:5.8,Berakhot 2:5.9
23,Rebbi Ismael,R' Yishmael,384,Berakhot 1:1.16,Berakhot 1:3.3,Berakhot 1:4.3
24,Rebbi Yasa,R' Yasa,379,Berakhot 1:1.29,Berakhot 2:1.11,Berakhot 2:4.15
25,Rebbi Zeˋira,R' Ze'ira,374,Shabbat 1:1.7,Shabbat 1:1.14,Shabbat 1:1.15
26,Rebbi Immi,R' Immi,367,Berakhot 1:1.30,Peah 1:1.2,Peah 3:7.2
27,Rebbi Joshua,R' Yehoshua,348,Berakhot 1:1.24,Berakhot 1:2.7,Berakhot 2:9.3
28,Rebbi Yannai,R' Yannai,313,Berakhot 2:3.3,Berakhot 2:3.5,Berakhot 2:6.5
29,Rebbi Ze`ira,R' Ze'ira,306,Eruvin 5:8.3,Eruvin 6:5.2,Eruvin 6:8.3
30,Rebbi Hoshaia,R' Hoshaya,288,Berakhot 4:6.7,Berakhot 6:8.2,Peah 1:1.8
31,Rav Huna,Rav Huna,273,Berakhot 3:4.5,Berakhot 3:5.8,Berakhot 5:3.4
32,Rabban Simeon ben Gamliel,Rabban Shimon ben Gamliel,263,Berakhot 3:1.10,Berakhot 3:5.10,Berakhot 7:1.8
33,Rebbi Hila,R' Hila,253,Demai 6:8.9,Kilayim 8:1.4,Sheviit 6:3.4
34,Rebbi Ḥiyya bar Abba,R' Ḥiyya bar Abba,245,Berakhot 1:5.16,Berakhot 2:3.6,Berakhot 2:4.10
35,Rabban Gamliel,Rabban Gamliel,242,Berakhot 1:1.1,Berakhot 1:1.31,Berakhot 1:1.32
36,Rebbi Yudan,R' Yudan,238,Berakhot 1:2.9,Berakhot 1:5.14,Berakhot 1:5.22
37,Rebbi Ḥaggai,R' Ḥaggai,220,Berakhot 2:4.6,Berakhot 2:6.2,Berakhot 2:6.5
38,Rav Ḥisda,Rav Ḥisda,218,Berakhot 1:2.4,Berakhot 2:1.11,Berakhot 2:4.4
39,Rebbi Yose ben Ḥanina,R' Yose ben Ḥanina,217,Berakhot 4:1.19,Berakhot 5:1.7,Berakhot 5:3.4
40,Rebbi Simon,R' Shimon,216,Berakhot 1:1.18,Berakhot 1:5.2,Berakhot 1:5.3
41,Rebbi Abun,R' Abun,216,Berakhot 1:1.23,Berakhot 1:5.3,Berakhot 1:5.15
42,Rav Jehudah,Rav Yehudah,213,Berakhot 8:1.7,Peah 4:4.2,Peah 7:3.4
43,Rebbi Ḥizqiah,R' Ḥizkiah,201,Berakhot 1:1.15,Berakhot 1:1.27,Berakhot 1:6.5
44,Rebbi Meїr,R' Meir,188,Sheviit 5:2.1,Terumot 1:1.22,Terumot 1:1.23
45,Rebbi Abun bar Ḥiyya,R' Abun bar Ḥiyya,180,Berakhot 2:4.16,Peah 3:3.3,Peah 6:4.2
46,Rebbi Jonathan,R' Yonatan,173,Berakhot 2:3.15,Berakhot 5:1.19,Berakhot 6:7.2
47,Rebbi Isaac,R' Yitzḥak,143,Berakhot 2:3.6,Berakhot 2:3.10,Berakhot 4:1.30
48,Rebbi Yoḥanan,R' Yoḥanan,141,Berakhot 1:1.4,Berakhot 1:1.15,Berakhot 1:1.25
49,Bar Qappara,Bar Kappara,141,Berakhot 1:5.14,Berakhot 1:6.8,Berakhot 2:1.5
50,Rebbi Samuel bar Rav Isaac,R' Shmuel bar Rav Yitzḥak,140,Berakhot 2:5.7,Berakhot 2:8.11,Berakhot 2:9.4
51,Rebbi Levi,R' Levi,139,Berakhot 1:1.18,Berakhot 1:1.27,Berakhot 1:5.3
52,Rebbi Ila,R' Ila,138,Terumot 2:1.14,Terumot 2:1.19,Terumot 8:4.5
53,Rebbi La,R' La,136,Peah 1:1.10,Peah 1:1.41,Peah 4:7.6
54,Rebbi Ḥuna,R' Ḥuna,135,Berakhot 1:1.37,Berakhot 1:2.7,Berakhot 1:5.5
55,Rebbi Abba bar Mamal,R' Abba bar Mamal,135,Berakhot 4:1.25,Berakhot 4:1.27,Demai 7:1.4
56,Rav Ḥuna,Rav Ḥuna,132,Berakhot 1:5.21,Berakhot 2:1.11,Berakhot 2:5.7
57,Rebbi Phineas,R' Pinḥas,130,Berakhot 1:1.6,Berakhot 1:1.27,Berakhot 2:1.17
58,Rebbi Samuel bar Naḥman,R' Shmuel bar Naḥman,126,Berakhot 1:5.2,Berakhot 1:5.5,Berakhot 4:4.11
59,Rebbi Abin,R' Abin,124,Peah 1:4.7,Peah 2:4.3,Peah 5:5.4
60,Rebbi Samuel,R' Shmuel,122,Berakhot 1:5.6,Berakhot 3:2.5,Berakhot 3:5.16
61,Rebbi Ḥananiah,R' Ḥananiah,117,Berakhot 5:3.4,Peah 2:4.11,Peah 3:7.2
62,Rebbi Ḥinena,R' Ḥinena,113,Berakhot 6:1.11,Berakhot 6:6.4,Berakhot 9:2.14
63,Rebbi Simeon ben Eleazar,R' Shimon ben Elazar,112,Berakhot 1:1.33,Berakhot 3:1.7,Berakhot 3:5.10
64,Rebbi Eliezer ben Jacob,R' Eliezer ben Ya'akov,111,Peah 8:8.13,Kilayim 2:5.3,Kilayim 2:7.1
65,Rebbi Eleazar ben Azariah,R' Elazar ben Azaryah,109,Berakhot 1:2.6,Berakhot 1:3.3,Berakhot 1:6.1
66,Rebbi Assi,R' Assi,103,Berakhot 4:4.7,Kilayim 9:3.9,Sheviit 3:4.6
67,Rebbi Nathan,R' Natan,92,Berakhot 1:1.26,Berakhot 1:1.27,Berakhot 1:1.28
68,Rebbi Yose ben Rebbi Jehudah,R' Yose ben R' Yehudah,92,Peah 1:4.9,Peah 7:5.9,Demai 1:1.10
69,Rebbi Jacob bar Idi,R' Ya'akov bar Idi,87,Berakhot 2:1.16,Berakhot 4:2.3,Berakhot 4:6.3
70,Rebbi Ḥanania,R' Ḥanania,86,Berakhot 2:3.6,Peah 1:1.54,Terumot 1:2.2
71,Rebbi Eleazar ben Rebbi Simeon,R' Elazar ben R' Shimon,84,Berakhot 5:1.20,Peah 7:3.18,Peah 7:5.9
72,Rav Jeremiah,Rav Yirmeyah,82,Berakhot 1:1.4,Berakhot 2:1.9,Berakhot 3:1.3
73,Rebbi Yose the Galilean,R' Yose the Galilean,82,Berakhot 2:1.9,Berakhot 3:1.25,Berakhot 5:2.4
74,Simeon bar Abba,Shimon bar Abba,77,Berakhot 3:5.19,Berakhot 4:4.4,Berakhot 5:2.9
75,Rebbi Huna,R' Huna,76,Berakhot 1:1.17,Berakhot 1:1.19,Berakhot 1:1.28
76,Rebbi Tarphon,R' Tarfon,76,Berakhot 1:4.2,Berakhot 6:8.1,Peah 1:1.23
77,Rebbi Ḥelbo,R' Ḥelbo,73,Berakhot 1:1.26,Berakhot 1:5.7,Berakhot 1:5.14
78,Rebbi Berekhiah,R' Berekhiah,72,Berakhot 1:1.26,Berakhot 2:3.19,Berakhot 4:1.11
79,Rebbi Ammi,R' Ammi,72,Berakhot 1:1.27,Berakhot 1:5.4,Berakhot 1:5.9
80,Rebbi Abba bar Zavda,R' Abba bar Zavda,71,Berakhot 1:5.14,Berakhot 1:5.19,Berakhot 2:4.6
81,Rebbi Mattaniah,R' Mattaniah,70,Berakhot 2:1.12,Berakhot 2:4.16,Peah 3:7.7
82,Rebbi Ismael ben Rebbi Yose,R' Yishmael ben R' Yose,70,Berakhot 4:1.31,Kilayim 1:1.5,Kilayim 9:3.8
83,Rebbi Jehudah bar Pazi,R' Yehudah bar Pazi,69,Sheviit 6:3.5,Sheviit 10:1.13,Terumot 8:3.31
84,Rebbi Shammai,R' Shammai,68,Berakhot 3:5.6,Demai 5:1.3,Sheviit 3:6.2
85,Rebbi Samuel ben Rav Isaac,R' Shmuel ben Rav Yitzḥak,65,Demai 2:2.5,Sheviit 1:2.3,Terumot 8:3.22
86,Rebbi Zeїra,R' Ze'ira,64,Sheviit 3:2.5,Sheviit 4:1.3,Sheviit 4:2.4
87,Rebbi Neḥemiah,R' Neḥemiah,63,Berakhot 1:1.14,Berakhot 1:1.15,Berakhot 3:4.12
88,Rebbi Yose bar Ḥanina,R' Yose bar Ḥanina,63,Berakhot 3:5.8,Berakhot 4:1.4,Berakhot 9:1.31
89,Rebbi Ḥiyya bar Ada,R' Ḥiyya bar Ada,61,Berakhot 2:8.4,Berakhot 6:1.25,Peah 5:3.5
90,Rebbi Hoshaiah,R' Hoshaiah,60,Berakhot 2:4.6,Berakhot 5:1.4,Berakhot 5:1.12
91,Rebbi Tanḥuma,R' Tanḥuma,59,Berakhot 1:1.14,Berakhot 2:4.11,Berakhot 2:4.13
92,Abba Shaul,Abba Shaul,59,Peah 1:1.15,Peah 4:3.5,Peah 8:1.2
93,Rebbi Joḥanan ben Nuri,R' Yoḥanan ben Nuri,59,Peah 8:1.2,Kilayim 4:2.3,Kilayim 4:2.8
94,Rav Hamnuna,Rav Hamnuna,57,Berakhot 1:2.7,Kilayim 4:2.5,Maasrot 4:2.2
95,Rebbi Yose ben Rebbi Ḥanina,R' Yose ben R' Ḥanina,57,Berakhot 8:2.5,Demai 5:1.2,Demai 6:2.5
96,Rebbi Simeon ben Ioḥai,R' Shimon ben Yoḥai,57,Peah 1:1.31,Peah 1:1.52,Sheviit 9:1.12
97,Rav Ḥiyya bar Ashi,Rav Ḥiyya bar Ashi,55,Berakhot 1:5.8,Berakhot 5:2.16,Berakhot 6:5.4
98,Rebbi Jehudah ben Pazi,R' Yehudah ben Pazi,53,Berakhot 3:1.19,Kilayim 4:6.4,Terumot 3:1.4
99,Rebbi Isaac bar Naḥman,R' Yitzḥak bar Naḥman,50,Berakhot 1:5.11,Berakhot 4:1.26,Berakhot 5:2.10
100,Rebbi Yose bar Abun,R' Yose bar Abun,49,Berakhot 1:1.8,Berakhot 1:1.17,Berakhot 1:1.21
101,Rebbi Yehudah,R' Yehudah,48,Berakhot 1:1.22,Berakhot 1:2.6,Berakhot 2:1.1
102,Rebbi Abba bar Cahana,R' Abba bar Kahana,48,Berakhot 6:1.3,Berakhot 6:6.4,Peah 1:1.12
103,Rebbi Jacob bar Zavdi,R' Ya'akov bar Zavdi,47,Berakhot 3:5.11,Berakhot 6:1.6,Berakhot 7:2.3
104,Rebbi Simeon bar Abba,R' Shimon bar Abba,46,Berakhot 2:1.14,Berakhot 2:6.5,Berakhot 4:4.6
105,Rebbi Joshia,R' Yoshia,44,Kilayim 9:3.4,Sheviit 9:4.3,Terumot 10:5.4
106,Rebbi Zeriqan,R' Zerikan,43,Berakhot 1:1.27,Berakhot 2:3.7,Berakhot 5:1.2
107,Rebbi Simeon ben Yoḥai,R' Shimon ben Yoḥai,43,Berakhot 1:2.9,Berakhot 5:1.19,Berakhot 9:2.18
108,Rebbi Eleazar ben Rebbi Yose,R' Elazar ben R' Yose,43,Berakhot 4:3.4,Demai 2:1.16,Demai 5:8.2
109,Rav Hoshaia,Rav Hoshaya,43,Demai 2:1.6,Demai 6:1.3,Kilayim 8:3.4
110,Rav Naḥman bar Jacob,Rav Naḥman bar Ya'akov,41,Berakhot 2:1.7,Berakhot 4:4.5,Berakhot 4:6.5
111,Rebbi Ṭarphon,R' Tarphon,39,Berakhot 1:4.1,Peah 3:6.1,Peah 3:6.2
112,Rabban Joḥanan ben Zakkai,Rabban Yoḥanan ben Zakkai,39,Shabbat 16:8.1,Shekalim 1:3.4,Shekalim 8:4.4
113,Rebbi Jehudah ben Bathyra,R' Yehudah ben Bathyra,38,Challah 3:1.5,Bikkurim 1:6.1,Shabbat 5:2.5
114,Ben Azzai,Ben Azzai,37,Shabbat 1:1.11,Shabbat 1:1.12,Shabbat 1:1.13
115,Samuel bar Abba,Shmuel bar Abba,36,Berakhot 2:7.4,Peah 7:5.7,Demai 3:4.8
116,Rebbi Idi,R' Idi,35,Berakhot 1:2.7,Berakhot 2:3.16,Berakhot 2:3.17
117,Rebbi Abba bar Cohen,R' Abba bar Kohen,35,Berakhot 1:4.2,Berakhot 2:7.2,Peah 7:5.13
118,Rebbi Joḥanan ben Beroqa,R' Yoḥanan ben Beroqa,35,Eruvin 7:8.2,Eruvin 8:2.1,Eruvin 10:14.1
119,Rebbi Abun bar Cahana,R' Abun bar Kahana,34,Demai 5:2.7,Sheviit 5:1.3,Terumot 2:3.3
120,Rebbi Abuna,R' Abuna,34,Demai 7:6.5,Kilayim 7:3.4,Sheviit 2:3.3
121,Rebbi Crispus,R' Crispus,33,Berakhot 3:1.9,Peah 1:1.11,Sheviit 1:1.3
122,Rebbi Ḥiyya bar Joseph,R' Ḥiyya bar Yosef,32,Kilayim 4:4.2,Kilayim 9:2.5,Orlah 3:3.3
123,Rebbi Jacob,R' Ya'akov,31,Berakhot 1:1.29,Berakhot 2:8.5,Berakhot 8:6.2
124,Rebbi Ḥama bar Uqba,R' Ḥama bar Ukva,31,Kilayim 6:4.9,Kilayim 7:1.3,Kilayim 8:2.4
125,Rebbi Ḥama bar Ḥanina,R' Ḥama bar Ḥanina,30,Berakhot 1:5.16,Peah 8:8.14,Kilayim 9:3.13
126,Rebbi Judah,R' Yehudah,30,Berakhot 3:1.18,Berakhot 3:1.22,Demai 6:4.2
127,Rav Sheshet,Rav Sheshet,30,Berakhot 4:4.5,Berakhot 7:1.5,Demai 1:4.7
128,Rebbi Jehudah the Prince,R' Yehudah the Prince,29,Peah 1:5.7,Peah 2:5.5,Shabbat 1:4.11
129,Rebbi Nasa,R' Nasa,29,Kilayim 2:3.4,Sheviit 4:2.6,Terumot 11:5.13
130,Rebbi Judan,R' Yudan,28,Berakhot 7:2.4,Berakhot 9:1.18,Peah 8:4.4
131,Rebbi Simai,R' Simai,27,Berakhot 1:5.14,Kilayim 9:3.11,Maasrot 1:1.7
132,Ulla bar Ismael,Ulla bar Yishmael,27,Demai 1:1.10,Demai 1:4.7,Kilayim 9:1.6
133,Rebbi Nehemiah,R' Nehemiah,26,Peah 1:1.41,Shabbat 2:3.3,Shabbat 8:4.1
134,Rav Mattanah,Rav Mattanah,25,Berakhot 1:5.4,Berakhot 1:5.6,Berakhot 2:4.3
135,Rebbi Judah ben Pazi,R' Yehudah ben Pazi,24,Berakhot 1:4.2,Berakhot 3:1.10,Berakhot 3:3.9
136,Rebbi Avina,R' Avina,24,Berakhot 3:5.6,Berakhot 4:1.27,Berakhot 6:4.4
137,Rebbi Tanḥum bar Ḥiyya,R' Tanḥum bar Ḥiyya,24,Demai 5:8.9,Sheviit 5:3.7,Maasrot 1:2.15
138,Rebbi Judah bar Pazi,R' Yehudah bar Pazi,24,Kilayim 4:2.9,Kilayim 7:6.3,Terumot 7:1.13
139,Rebbi Yose ben Rebbi Bun,R' Yose ben R' Bun,24,Eruvin 1:6.4,Eruvin 7:2.3,Eruvin 8:8.3
140,Rebbi Ḥalaphta ben Shaul,R' Ḥalafta ben Shaul,23,Berakhot 3:5.17,Peah 2:4.10,Demai 1:4.4
141,Bar Pedaiah,Bar Pedaiah,23,Peah 4:5.2,Terumot 4:7.4,Terumot 4:8.5
142,Rebbi Ḥanin,R' Ḥanin,23,Demai 6:2.11,Sheviit 6:1.14,Challah 1:6.2
143,Rebbi Abbin,R' Abbin,23,Shabbat 9:3.5,Shabbat 12:3.4,Shabbat 19:1.9
144,Rebbi Ḥama,R' Ḥama,22,Berakhot 2:7.2,Peah 8:8.7,Sheviit 2:2.5
145,Rebbi Pedat,R' Pedat,22,Berakhot 4:2.3,Sheviit 4:6.5,Sheviit 7:2.5
146,the father of Rebbi Mattaniah,the father of R' Mattaniah,21,Demai 5:3.3,Kilayim 3:1.7,Sheviit 10:1.5
147,Rebbi Eleazar ben Arakh,R' Elazar ben Arakh,21,Demai 7:7.3,Challah 3:1.7,Chagigah 2:1.7
148,Rebbi Simeon ben Rebbi,R' Shimon ben R',21,Sheviit 4:8.5,Terumot 8:3.25,Maaser Sheni 4:1.7
149,Rebbi Ḥiyya bar Ashi,R' Ḥiyya bar Ashi,20,Sheviit 4:8.4,Terumot 2:1.18,Maasrot 4:1.9
150,Rebbi Samuel ben Eudaimon,R' Shmuel ben Avdimi,19,Berakhot 3:2.4,Berakhot 7:1.7,Peah 7:3.2
151,Rebbi Isaac ben Eleazar,R' Yitzḥak ben Elazar,19,Berakhot 5:1.22,Berakhot 5:2.11,Berakhot 7:3.9
152,Rebbi Ezra,R' Ezra,19,Terumot 1:1.8,Terumot 7:1.10,Terumot 9:1.17
153,Rav Ada bar Aḥawa,Rav Ada bar Aḥava,19,Eruvin 4:3.2,Shekalim 8:4.4,Taanit 3:11.4
154,Ben Zoma,Ben Zoma,18,Berakhot 1:6.1,Berakhot 1:6.11,Berakhot 6:6.5
155,Rebbi Avin,R' Avin,18,Peah 2:4.6,Peah 5:1.5,Peah 6:1.4
156,Ben Bathyra,Ben Bathyra,18,Shabbat 16:2.1,Shabbat 16:2.4,Shabbat 16:4.1
157,Rebbi Miasha,R' Miasha,17,Berakhot 1:5.14,Berakhot 2:9.4,Peah 2:4.1
158,Rebbi Isaac ben Rebbi Eleazar,R' Yitzḥak ben R' Elazar,17,Berakhot 1:5.23,Berakhot 5:1.9,Berakhot 5:1.12
159,Rebbi Illa,R' Illa,17,Berakhot 2:1.4,Peah 6:6.2,Terumot 1:2.2
160,Rebbi Onias from Hauran,R' Onias from Hauran,17,Sheviit 1:5.3,Sheviit 9:1.7,Maaser Sheni 5:1.6
161,Rebbi Jacob the Southerner,R' Ya'akov the Southerner,16,Berakhot 1:1.10,Berakhot 3:3.10,Terumot 3:1.4
162,Rav Joseph,Rav Yosef,16,Berakhot 1:1.29,Berakhot 2:1.6,Berakhot 2:1.20
163,Abba bar Jeremiah,Abba bar Yirmeyah,16,Berakhot 2:3.12,Berakhot 2:3.13,Berakhot 5:2.15
164,Rebbi Zachariah,R' Zachariah,16,Peah 8:8.7,Kilayim 1:8.2,Pesachim 1:1.9
165,Rebbi Bevai,R' Bevai,16,Shabbat 1:10.2,Shekalim 2:3.2,Yoma 5:1.7
166,Bar Ziza,Bar Ziza,16,Bava Kamma 6:7.3,Shevuot 7:2.4,
167,bar Ḥana,bar Ḥana,15,Berakhot 2:1.15,Berakhot 5:3.4,Berakhot 6:2.4
168,Rebbi Abba bar Zamina,R' Abba bar Zamina,15,Berakhot 4:1.30,Berakhot 6:1.24,Berakhot 7:3.4
169,Rav Ḥananel,Rav Ḥananel,15,Berakhot 4:6.5,Berakhot 6:6.6,Megillah 1:9.9
170,the brother of Rebbi Yose,the brother of R' Yose,15,Berakhot 5:2.6,Berakhot 7:1.7,Terumot 8:4.5
171,Rebbi Samuel bar Eudaimon,R' Shmuel bar Avdimi,15,Peah 4:1.8,Demai 6:2.11,Terumot 9:1.3
172,Rebbi Simeon ben Jehudah,R' Shimon ben Yehudah,15,Peah 5:6.2,Kilayim 2:3.3,Maaser Sheni 3:3.1
173,Abba bar Abba,Abba bar Abba,15,Peah 8:8.6,Shabbat 6:6.3,Pesachim 5:2.10
174,Rebbi Joḥanan the Alexandrian,R' Yoḥanan the Alexandrian,15,Terumot 2:1.19,Shabbat 3:1.10,Chagigah 3:1.3
175,Rebbi Joshua ben Qorḥa,R' Yehoshua ben Qorḥa,15,Rosh Hashanah 4:5.1,Yevamot 15:3.7,Ketubot 2:4.6
176,Rebbi Samuel ben Naḥman,R' Shmuel ben Naḥman,14,Berakhot 1:5.4,Berakhot 9:2.12,Peah 1:1.49
177,Rebbi Eudaimon,R' Avdimi,14,Berakhot 2:4.6,Berakhot 5:2.6,Kilayim 6:4.4
178,Rebbi Cohen,R' Kohen,14,Berakhot 3:1.17,Demai 7:8.2,Challah 4:2.4
179,Rebbi Berekhia,R' Berekhia,14,Berakhot 5:2.3,Berakhot 9:5.2,Maasrot 5:2.3
180,Ben Azai,Ben Azai,14,Berakhot 9:4.1,Peah 6:3.5,Kilayim 7:5.2
181,Rebbi Ilai,R' Ilai,14,Terumot 2:2.4,Yoma 1:1.18,Megillah 4:12.5
182,Rebbi Abinna,R' Abinna,14,Maaser Sheni 1:3.4,Challah 1:1.26,Pesachim 5:5.4
183,Rebbi Haggai,R' Haggai,14,Pesachim 2:2.16,Pesachim 4:3.6,Pesachim 5:3.3
184,Rebbi Ze`ura,R' Ze'ura,14,Beitzah 2:1.4,Beitzah 2:1.7,Rosh Hashanah 2:2.3
185,Rebbi Naḥum,R' Naḥum,13,Berakhot 4:3.15,Berakhot 9:2.20,Shabbat 7:2.18
186,Rebbi Sabbatai,R' Sabbatai,13,Berakhot 8:2.5,Peah 1:1.22,Sheviit 2:5.6
187,R. Joḥanan,R' Yoḥanan,13,Peah 1:1.7,Peah 3:7.13,Peah 5:2.8
188,Rebbi Dosa,R' Dosa,13,Peah 1:1.18,Maaser Sheni 1:1.17,Shabbat 20:4.1
189,Rebbi Ḥaninah,R' Ḥaninah,13,Peah 1:3.2,Kilayim 5:5.4,Sheviit 6:1.18
190,Rebbi Yudan bar Shalom,R' Yudan bar Shalom,13,Demai 6:2.10,Kilayim 1:7.4,Terumot 7:1.8
191,Rebbi Josia,R' Josia,13,Kilayim 8:1.4,Orlah 1:5.8,Pesachim 2:1.10
192,Rebbi Mani,R' Mani,12,Berakhot 1:5.2,Berakhot 3:5.6,Berakhot 4:3.11
193,Rav Yehudah,Rav Yehudah,12,Berakhot 1:6.3,Berakhot 2:1.6,Berakhot 5:2.9
194,Rebbi Yannai ben Rebbi Ismael,R' Yannai ben R' Yishmael,12,Berakhot 4:3.10,Berakhot 4:3.15,Terumot 8:3.4
195,Rebbi Ulla,R' Ulla,12,Berakhot 5:3.9,Kilayim 9:6.4,Sheviit 5:3.3
196,Rebbi Simlai,R' Simlai,12,Berakhot 5:4.6,Berakhot 9:1.8,Peah 8:7.8
197,Rebbi Phineas ben Yaïr,R' Pinḥas ben Yaïr,12,Demai 1:3.5,Demai 1:3.6,Demai 1:3.7
198,Rebbi Jonah from Bostra,R' Yonah from Bostra,12,Kilayim 8:3.4,Kilayim 8:4.5,Kilayim 9:1.4
199,R. Ḥiyya,R' Ḥiyya,12,Kilayim 9:3.8,Ketubot 12:3.8,
200,Rebbi Abba bar Mamai,R' Abba bar Mamai,12,Sheviit 2:4.6,Sheviit 3:2.4,Sheviit 3:2.5
201,Rebbi Ḥinena bar Pappa,R' Ḥinena bar Pappa,12,Sheviit 4:3.3,Sheviit 4:8.2,Sheviit 5:4.7
202,Rebbi Ashian,R' Ashian,12,Terumot 1:5.9,Bikkurim 3:3.17,Shabbat 3:1.8
203,Rebbi Mana bar Tanḥum,R' Mana bar Tanḥum,12,Terumot 5:2.5,Terumot 8:3.30,Maaser Sheni 4:2.3
204,Rebbi Bisna,R' Bisna,12,Maasrot 5:3.8,Shabbat 2:6.5,Shabbat 4:2.6
205,Rebbi Simeon ben Yaqim,R' Shimon ben Yaqim,12,Orlah 1:1.12,Eruvin 10:12.3,Pesachim 6:1.18
206,Rebbi Yose ben Abun,R' Yose ben Abun,12,Shabbat 1:3.2,Beitzah 1:1.8,Chagigah 1:8.7
207,Rebbi Naḥman,R' Naḥman,12,Pesachim 5:10.4,Shekalim 5:2.4,Moed Katan 1:5.5
208,Abba bar Rav Huna,Abba bar Rav Huna,11,Berakhot 2:1.11,Berakhot 6:8.2,Kilayim 9:1.6
209,Rebbi Abin bar Ḥiyya,R' Abin bar Ḥiyya,11,Berakhot 2:1.12,Peah 2:5.5,Peah 3:7.6
210,Rebbi Yose ben Ḥalaphta,R' Yose ben Ḥalafta,11,Berakhot 3:2.5,Berakhot 3:4.5,Demai 1:1.8
211,Rebbi Abba from Carthage,R' Abba from Carthage,11,Berakhot 4:3.8,Demai 5:2.8,Kilayim 1:9.4
212,Simeon ben Shetaḥ,Shimon ben Shetaḥ,11,Berakhot 7:2.7,Chagigah 2:2.5,Chagigah 2:2.6
213,Rebbi Ḥilqiah,R' Ḥilqiah,11,Berakhot 9:4.4,Berakhot 9:5.18,Maaser Sheni 4:1.10
214,Rebbi Abba bar Zemina,R' Abba bar Zemina,11,Demai 1:3.5,Kilayim 9:3.13,Kilayim 9:4.5
215,Rebbi Isaac bar Eleazar,R' Yitzḥak bar Elazar,11,Demai 2:1.9,Terumot 11:4.6,Maaser Sheni 5:3.9
216,Rebbi Tabi,R' Tabi,11,Terumot 2:1.13,Terumot 8:3.33,Challah 2:3.9
217,Rebbi Onias,R' Onias,11,Shabbat 1:9.2,Shabbat 14:3.8,Shekalim 6:4.4
218,Rebbi Mattania,R' Mattania,11,Chagigah 3:2.4,Moed Katan 3:1.15,Yevamot 3:3.4
219,Rebbi Hiyya,R' Hiyya,11,Moed Katan 2:1.3,Yevamot 13:7.2,Sotah 2:1.3
220,Rebbi Samuel bar Naḥmani,R' Shmuel bar Naḥmani,10,Berakhot 1:1.29,Berakhot 2:1.18,Berakhot 4:1.7
221,Rebbi Yosa,R' Yosa,10,Berakhot 3:1.7,Kilayim 1:1.6,Sheviit 2:5.6
222,Rebbi Tanḥum,R' Tanḥum,10,Berakhot 4:2.6,Berakhot 4:6.7,Berakhot 5:1.15
223,Rebbi Abba bar Jacob,R' Abba bar Ya'akov,10,Berakhot 6:1.19,Kilayim 7:4.2,Sheviit 1:6.3
224,Rebbi Johanan,R' Yohanan,10,Peah 1:1.8,Peah 1:1.20,Demai 1:3.2
